# receptors_by_type.csv -- postsynaptic response class per (MaleCNS v1.0 type, transmitter), built by
# scripts/build_receptor_table.py from flyverse/data/expression_{ozel2021,davis2020,central,kurmangaliyev2020}.csv and the
# matching type maps (Özel 2021 GSE142787; Davis 2020 GSE116969 CC BY 4.0; Davie 2018 GSE107451; Fly Cell Atlas 2022 head;
# Kurmangaliyev 2020 GSE156455, pupal 96 h APF). Full rules and coverage: docs/audits/receptor_rules.md.
# Receptor groups: acetylcholine fast + nAChR alpha1-7/beta1-3, slow + mAChR-A (Gq) / slow - mAChR-B (Gi); gaba fast - Rdl/Lcch3/Grd,
# slow - GABA-B-R1/2/3; glutamate fast - GluClalpha, fast + KaiR1D/GluRIA/GluRIB/Nmdar1+Nmdar2, slow - mGluR; histamine fast -
# HisCl1/ort; dopamine slow + Dop1R1/Dop1R2/DopEcR, slow - Dop2R; octopamine slow + Oamb/Octbeta1-3R, slow - Octalpha2R;
# serotonin slow + 5-HT2A/2B/7, slow - 5-HT1A/1B. Group present = any member gene on (NMDA needs both Nmdar1 and Nmdar2);
# group level = sum of the on-members' levels (TPM; expm1 of the log-mean for the 10x sources); gain class = none if absent,
# else tertile (low/mid/high) of the group level among the source's neuronal profiles where the group is present (quantiles
# within source, NOT linear expression). *_pos_lead / *_neg_lead = the on-member with the largest level.
# fast_sign / slow_sign: +1 / -1 / 0 = none. *_pos_class / *_neg_class: classes of the + and - groups; *_net: sign of the
# larger class, 'mixed' if equal (then *_sign keeps the NT_SIGN prior for fast, 0 for slow), 'none' if both absent;
# *_gain_class: class of the winning group. *_abs columns: the same under the absolute rule (larger summed level, 2-fold
# margin, else mixed). fast_*_nonmda: the class rule with the glutamate fast + group restricted to KaiR1D/GluRIA/GluRIB
# (Nmdar2 is 102-1,073 TPM with P(on) = 1 in every non-photoreceptor neuronal QC-pass Davis row); identical to the plain
# columns for the other transmitters. KaiR1D = CG3822 in every source.
# tier / source / source_name / qc: the profile deciding the row. Candidates: the best row per source (best tier, QC pass
# first, then the row pooling the fewest types, then name), ranked davis2020 > ozel2021 > kurmangaliyev2020 > fca2022 >
# davie2018 at equal tier / QC; the best-ranked is the primary (primary_source / primary_tier). Selection rule (round 2):
# the primary decides unless its fast group for the transmitter is 'none' and another source has it on -- a single-
# nucleus (fca2022 / davie2018) 'none' is replaced by the best whole-cell (davis2020 / ozel2021 / kurmangaliyev2020)
# profile with the group on (fast_selection = group_on_override:<source>); any other such disagreement keeps the primary
# but falls back to NT_SIGN: fast_net = none_contested, fast_sign = the prior, fast_gain_class = none (factor 1); a
# 'none' carried by a single source falls back the same way (fast_net = none_single_source). A silencing (fast_sign 0)
# therefore needs every source profiling the type to agree and at least two of them. fast_selection_nonmda /
# source_nonmda: the same for the nonmda variant (selected separately). n_sources: candidate sources for the type.
# pool_mixed: the profile is a pooled cluster whose member types carry mixed model transmitter labels (a class prior, not
# a per-type measurement); alt_sources: the other candidates' net calls. Rows '<nt=...>' are the Davis 2020 ChAT / Gad1 /
# VGlut whole-class baselines (tier class), used only with edge_lookup(nt_class_fallback=True).
malecns_type,transmitter,fast_sign,fast_gain_class,fast_pos_class,fast_neg_class,fast_net,fast_pos_lead,fast_neg_lead,fast_sign_abs,fast_gain_class_abs,fast_net_abs,fast_sign_nonmda,fast_gain_class_nonmda,fast_pos_class_nonmda,fast_net_nonmda,fast_pos_lead_nonmda,slow_sign,slow_gain_class,slow_pos_class,slow_neg_class,slow_net,slow_pos_lead,slow_neg_lead,slow_sign_abs,slow_gain_class_abs,slow_net_abs,tier,source,source_name,qc,pool_mixed,fast_selection,fast_selection_nonmda,source_nonmda,primary_source,primary_tier,n_sources,n_cells,superclass,in_syn_W,receptor_groups,fast_pos_val,fast_neg_val,slow_pos_val,slow_neg_val,alt_sources
GNG067,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3054,HisCl:off,0.0,0.0,0.0,0.0,
GNG067,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3054,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG067,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3054,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG067,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3054,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG101,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,2622,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG101,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,2622,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG101,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,2622,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG101,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,2622,HisCl:off,0.0,0.0,0.0,0.0,
GNG101,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,2622,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG101,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,2622,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG101,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,2622,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG137,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,5875,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG137,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,5875,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG137,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,5875,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG137,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,5875,HisCl:off,0.0,0.0,0.0,0.0,
GNG137,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,5875,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG137,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,5875,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG137,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,5875,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG190,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3710,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG190,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3710,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG190,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3710,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG190,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3710,HisCl:off,0.0,0.0,0.0,0.0,
GNG190,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3710,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG190,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3710,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG190,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3710,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG540,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3708,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG540,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3708,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG540,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3708,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG540,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3708,HisCl:off,0.0,0.0,0.0,0.0,
GNG540,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3708,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG540,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3708,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG540,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3708,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG550,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3013,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG550,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3013,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG550,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_intrinsic,3013,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG550,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3013,HisCl:off,0.0,0.0,0.0,0.0,
GNG550,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3013,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG550,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3013,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG550,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_intrinsic,3013,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG572,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,3,cb_intrinsic,8208,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG572,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,3,cb_intrinsic,8208,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG572,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,3,cb_intrinsic,8208,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG572,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,3,cb_intrinsic,8208,HisCl:off,0.0,0.0,0.0,0.0,
GNG572,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,3,cb_intrinsic,8208,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG572,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,3,cb_intrinsic,8208,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG572,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,3,cb_intrinsic,8208,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG629,acetylcholine,1,high,high,none,+1,nAChRalpha6,,1,high,+1,1,high,high,+1,nAChRalpha6,0,mid,mid,mid,mixed,mAChR-A,mAChR-B,0,mid,mixed,class,fca2022,octopaminergic/tyraminergic neuron,pass,False,primary,primary,fca2022,fca2022,class,2,2,cb_intrinsic,239,nAChR:high;mAChR-A:mid;mAChR-B:mid,99.115,0.0,1.202,1.919,"davie2018(class):fast=+1,slow=+1"
GNG629,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,octopaminergic/tyraminergic neuron,pass,False,primary,primary,fca2022,fca2022,class,2,2,cb_intrinsic,239,GABA-A:mid;GABA-B:high,0.0,35.758,0.0,4.439,"davie2018(class):fast=-1,slow=-1"
GNG629,glutamate,1,high,high,mid,+1,GluRIB,GluClalpha,-1,high,mixed,1,high,high,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,octopaminergic/tyraminergic neuron,pass,False,primary,primary,fca2022,fca2022,class,2,2,cb_intrinsic,239,GluCl:mid;iGluR:high;mGluR:low,9.082,13.559,0.0,0.555,"davie2018(class):fast=-1,slow=none"
GNG629,histamine,0,none,none,none,none,,,0,none,none,0,none,none,none,,0,none,none,none,none,,,0,none,none,class,fca2022,octopaminergic/tyraminergic neuron,pass,False,primary,primary,fca2022,fca2022,class,2,2,cb_intrinsic,239,HisCl:off,0.0,0.0,0.0,0.0,"davie2018(class):fast=none,slow=none"
GNG629,dopamine,0,none,none,none,none,,,0,none,none,0,none,none,none,,1,high,high,mid,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,octopaminergic/tyraminergic neuron,pass,False,primary,primary,fca2022,fca2022,class,2,2,cb_intrinsic,239,Dop1R/DopEcR:high;Dop2R:mid,0.0,0.0,6.695,3.018,"davie2018(class):fast=none,slow=-1"
GNG629,octopamine,0,none,none,none,none,,,0,none,none,0,none,none,none,,1,mid,mid,low,+1,Octbeta2R,Octalpha2R,1,mid,+1,class,fca2022,octopaminergic/tyraminergic neuron,pass,False,primary,primary,fca2022,fca2022,class,2,2,cb_intrinsic,239,Oamb/Octbeta:mid;Octalpha2R:low,0.0,0.0,8.283,1.442,"davie2018(class):fast=none,slow=-1"
GNG629,serotonin,0,none,none,none,none,,,0,none,none,0,none,none,none,,1,high,high,low,+1,5-HT7,5-HT1A,1,high,+1,class,fca2022,octopaminergic/tyraminergic neuron,pass,False,primary,primary,fca2022,fca2022,class,2,2,cb_intrinsic,239,5-HT2/7:high;5-HT1:low,0.0,0.0,5.656,1.092,"davie2018(class):fast=none,slow=+1"
GNG642,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_sensory,639,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG642,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_sensory,639,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG642,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_sensory,639,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG642,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,639,HisCl:off,0.0,0.0,0.0,0.0,
GNG642,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,639,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG642,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,639,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG642,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,639,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG644,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_sensory,1119,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
GNG644,gaba,-1,mid,none,mid,-1,,Rdl,-1,mid,-1,-1,mid,none,-1,,-1,mid,none,mid,-1,,GABA-B-R1,-1,mid,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_sensory,1119,GABA-A:mid;GABA-B:mid,0.0,16.683,0.0,2.052,
GNG644,glutamate,-1,mid,mid,mid,mixed,GluRIB,GluClalpha,-1,mid,mixed,-1,mid,mid,mixed,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_sensory,1119,GluCl:mid;iGluR:mid;mGluR:low,1.748,2.806,0.0,0.427,
GNG644,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,1119,HisCl:off,0.0,0.0,0.0,0.0,
GNG644,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,mid,high,-1,DopEcR,Dop2R,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,1119,Dop1R/DopEcR:mid;Dop2R:high,0.0,0.0,3.071,17.495,
GNG644,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,mid,mid,mid,mixed,Octbeta2R,Octalpha2R,1,mid,+1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,1119,Oamb/Octbeta:mid;Octalpha2R:mid,0.0,0.0,2.589,1.187,
GNG644,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,-1,high,none,high,-1,,5-HT1A,-1,high,-1,class,davie2018,Serotonergic,pass,False,none_single_source,none_single_source,davie2018,davie2018,class,1,2,cb_sensory,1119,5-HT2/7:off;5-HT1:high,0.0,0.0,0.0,2.563,
GNG655,acetylcholine,1,mid,mid,none,+1,nAChRalpha6,,1,mid,+1,1,mid,mid,+1,nAChRalpha6,1,high,high,none,+1,mAChR-A,,1,high,+1,class,davie2018,Serotonergic,pass,False,primary,primary,davie2018,davie2018,class,1,2,cb_sensory,54,nAChR:mid;mAChR-A:high;mAChR-B:off,28.321,0.0,1.276,0.0,
