# nt_by_type_transcriptome.csv -- transmitter identity per MaleCNS v1.0 type from synthesis / transport genes, built by
# scripts/build_receptor_table.py from the per-source tables in flyverse/data/ (Özel 2021 GSE142787; Davis 2020 GSE116969;
# Davie 2018 GSE107451; Fly Cell Atlas 2022 head; Nern 2025 Sup. Table 1) and cache/neurons.parquet. Rules and thresholds:
# docs/audits/receptor_rules.md section 2; disagreements: docs/audits/receptor_nt_disagreements.md.
# nt_transcriptome: acetylcholine = ChAT|VAChT on; gaba = Gad1 on (VGAT unused: 60-586 TPM with P(on) = 1 in every non-photoreceptor
# neuronal QC-pass Davis row); glutamate = VGlut;
# histamine = Hdc; dopamine = ple&DAT; octopamine = Tdc2&Tbh; serotonin = Trh&SerT ('on' = source mixture-model P(on) >= 0.5
# [ozel2021], P(on) >= 0.5 & TPM >= 10 [davis2020], fraction of cells >= 0.2 [davie2018 / fca2022 / kurmangaliyev2020 96 h APF]);
# primary = highest classical
# marker level (expm1-linearised for the 10x sources), monoamines only when no classical marker is on; majority over sources
# (circular NT-class selections excluded; mixed pools never outvote per-type rows); none = no marker on.
# confidence: high = exact/alias tier and >= 2 sources agree; medium = exact/alias single source or >= 2 fuzzy/class; low = single
# fuzzy/class, suboptimal driver, mixed pool (pool_mixed: member types' majority model label < 90 % of pool cells; pool_labels
# lists them), weak marker (marker_rank < 0.25 = quantile of the marker level among the source's on-profiles) or disagreement.
# malecns_consensus = mode of the model nt over the type's cells (share given); nern2025_prediction = Nern 2025; agreement = joint
# flag; out_syn_raw = uncapped raw output synapses on the node set (-1 if the raw weights were unavailable); out_syn_W = |W|
# (sign-0 cells contribute 0).
malecns_type,n_cells,superclass,out_syn_W,out_syn_raw,nt_transcriptome,nt_secondary,co_monoamine,confidence,tier,source,source_name,qc,marker_rank,pool_mixed,pool_labels,sources_agreeing,sources_disagreeing,n_sources,malecns_consensus,malecns_consensus_share,n_unknown_cells,nern2025_prediction,nern2025_validated,agree_model,agree_nern,agreement,model_sign,transcriptome_sign,marker_scores
ER1_a,11,cb_intrinsic,10844,10844,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER1_b,13,cb_intrinsic,12107,12107,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER1_c,4,cb_intrinsic,3609,3609,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER2_a,12,cb_intrinsic,25725,25725,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER2_b,4,cb_intrinsic,6916,6916,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER2_c,20,cb_intrinsic,46910,46910,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER2_d,5,cb_intrinsic,9748,9748,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3a_a,15,cb_intrinsic,16507,16507,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3a_b,6,cb_intrinsic,6402,6402,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3a_c,4,cb_intrinsic,4165,4165,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3a_d,5,cb_intrinsic,5398,5398,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3d_a,7,cb_intrinsic,10726,10726,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3d_b,20,cb_intrinsic,25901,25901,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3d_c,9,cb_intrinsic,13344,13344,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3d_d,11,cb_intrinsic,15379,15379,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3d_e,7,cb_intrinsic,10961,10961,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3m,18,cb_intrinsic,23775,23775,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3p_a,14,cb_intrinsic,19079,19079,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3p_b,4,cb_intrinsic,4852,4852,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3w_a,7,cb_intrinsic,11492,11492,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3w_b,18,cb_intrinsic,25151,25151,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER3w_c,6,cb_intrinsic,9305,9305,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER4d,26,cb_intrinsic,62907,62907,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
ER4m,11,cb_intrinsic,51342,51342,gaba,,,medium,class,fca2022,Poxn neuron,pass,0.667,False,gaba:257,davie2018;fca2022,,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=0.341;gaba=7.31*;glutamate=0.0143;histamine=0;dopamine=0;octopamine=0;serotonin=0
HSE,2,visual_projection,1411,1411,acetylcholine,,,low,fuzzy,davis2020,LPTC_HS.VS,suboptimal_only,0.683,False,acetylcholine:24,davis2020,,1,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=893*;gaba=75*;glutamate=140*;histamine=8.63;dopamine=0.575;octopamine=0.415;serotonin=0.835
HSN,2,visual_projection,1351,1351,acetylcholine,,,low,fuzzy,davis2020,LPTC_HS.VS,suboptimal_only,0.683,False,acetylcholine:24,davis2020,,1,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=893*;gaba=75*;glutamate=140*;histamine=8.63;dopamine=0.575;octopamine=0.415;serotonin=0.835
HSS,2,visual_projection,2411,2411,acetylcholine,,,low,fuzzy,davis2020,LPTC_HS.VS,suboptimal_only,0.683,False,acetylcholine:24,davis2020,,1,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=893*;gaba=75*;glutamate=140*;histamine=8.63;dopamine=0.575;octopamine=0.415;serotonin=0.835
Hugin-RG,4,cb_endocrine,0,58,none,,,none,fuzzy,davie2018,Hug,pass,,False,,,,1,unknown,1.0,4,,,,,transcriptome_none,0,0,acetylcholine=0.131;gaba=0.0761;glutamate=0.25;histamine=0;dopamine=0;octopamine=0.0187;serotonin=0
IPC,16,cb_endocrine,0,218,acetylcholine,,,low,exact,davie2018,IPC,pass,0.078,False,,davie2018;davis2020,,2,unknown,1.0,16,,,,,model_unknown_transcriptome_only,0,1,acetylcholine=0.446*;gaba=0.304;glutamate=0.424;histamine=0;dopamine=0;octopamine=0;serotonin=0
JO-A-unclear,24,cb_sensory,0,4,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,unknown,1.0,24,,,,,model_unknown_transcriptome_only,0,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-A1,8,cb_sensory,3074,3074,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-A2,13,cb_sensory,10121,10121,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-A3,2,cb_sensory,3637,3637,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-A4,3,cb_sensory,913,913,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-B-unclear,13,cb_sensory,0,17,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,unknown,1.0,13,,,,,model_unknown_transcriptome_only,0,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-B1_a,17,cb_sensory,4438,4438,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-B1_b,12,cb_sensory,1575,1575,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-B1_c,10,cb_sensory,2960,2960,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-B2,9,cb_sensory,2790,2790,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-B3,12,cb_sensory,3738,3738,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-B4_a,3,cb_sensory,1555,1555,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-B4_b,12,cb_sensory,5111,5111,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-CA1,10,cb_sensory,2431,2431,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-CA2,9,cb_sensory,3917,3917,acetylcholine,,,low,class,fca2022,auditory sensory neuron,pass,0.447,False,acetylcholine:74,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.35*;gaba=0.0515;glutamate=0.0674;histamine=0.00813;dopamine=0.0114;octopamine=0.00361;serotonin=0.002
JO-CL,19,cb_sensory,6079,6079,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-CM,30,cb_sensory,13128,13128,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-DA,5,cb_sensory,1718,1718,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-DP,3,cb_sensory,771,771,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-ED1,18,cb_sensory,8241,8241,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-ED2_a,38,cb_sensory,17724,17724,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-ED2_b,21,cb_sensory,16695,16695,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-ED2_c,14,cb_sensory,9852,9852,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-EV1,50,cb_sensory,28863,28863,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-EV2,36,cb_sensory,19240,19240,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-EV3,45,cb_sensory,33821,33821,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-EV4,1,cb_sensory,542,542,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-EV5,23,cb_sensory,14558,14558,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-EV6,21,cb_sensory,11171,11171,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-FD1,4,cb_sensory,2216,2216,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-FD2,4,cb_sensory,1550,1550,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-FV,70,cb_sensory,18761,18761,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-mz,11,cb_sensory,10171,10171,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
JO-unclear,102,cb_sensory,3616,3616,acetylcholine,,,low,class,fca2022,Johnston organ neuron,pass,0.368,False,acetylcholine:635,fca2022,,1,acetylcholine,0.667,34,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.08*;gaba=0.0593;glutamate=0.0424;histamine=0.00521;dopamine=0.00421;octopamine=0;serotonin=0.0024
KC,2,cb_intrinsic,42,42,acetylcholine,,,low,class,fca2022,Kenyon cell,pass,0.289,False,acetylcholine:4064,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.85*;gaba=0.619*;glutamate=0.631*;histamine=0;dopamine=0.0495;octopamine=0.0186;serotonin=0
KCa'b'-ap1,199,cb_intrinsic,144274,144274,acetylcholine,,,medium,fuzzy,fca2022,alpha'/beta' Kenyon cell,pass,0.526,False,acetylcholine:695,davie2018;davis2020;fca2022,,3,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.47*;gaba=0.0934;glutamate=0.0663;histamine=0.00632;dopamine=0.0282;octopamine=0.00995;serotonin=0
KCa'b'-ap2,291,cb_intrinsic,190387,190387,acetylcholine,,,medium,fuzzy,fca2022,alpha'/beta' Kenyon cell,pass,0.526,False,acetylcholine:695,davie2018;davis2020;fca2022,,3,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.47*;gaba=0.0934;glutamate=0.0663;histamine=0.00632;dopamine=0.0282;octopamine=0.00995;serotonin=0
KCa'b'-m,205,cb_intrinsic,125041,125041,acetylcholine,,,high,alias,davis2020,KC_apbp_m,suboptimal_only,0.905,False,,davie2018;davis2020;fca2022,,3,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.29e+03*;gaba=18*;glutamate=16.4*;histamine=1.29;dopamine=0.065;octopamine=3.23;serotonin=0
KCab-c,488,cb_intrinsic,178993,178993,acetylcholine,,,high,alias,davis2020,KC_ab_c,pass,0.571,False,,davie2018;davis2020;fca2022,,3,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=672*;gaba=13.8;glutamate=8.38;histamine=0.11;dopamine=0.51;octopamine=1.66;serotonin=0.41
KCab-m,536,cb_intrinsic,219231,219231,acetylcholine,,,medium,fuzzy,fca2022,alpha/beta Kenyon cell,pass,0.342,False,acetylcholine:1810,davie2018;fca2022,,2,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.02*;gaba=0.0724;glutamate=0.0236;histamine=0.00371;dopamine=0.00874;octopamine=0.00592;serotonin=0
KCab-p,129,cb_intrinsic,71910,71910,acetylcholine,,,high,alias,davis2020,KC_ab_p,pass,0.413,False,,davie2018;davis2020;fca2022,,3,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=494*;gaba=101;glutamate=34.2;histamine=2.02;dopamine=0.48;octopamine=5.11;serotonin=0.52
KCab-s,657,cb_intrinsic,306346,306346,acetylcholine,,,high,alias,davis2020,KC_ab_s,pass,0.825,False,,davie2018;davis2020;fca2022,,3,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=1.04e+03*;gaba=6.85;glutamate=7.75;histamine=0.28;dopamine=0.58;octopamine=1.89;serotonin=0
KCg,1,cb_intrinsic,1013,1013,acetylcholine,,,medium,fuzzy,fca2022,gamma Kenyon cell,pass,0.763,False,acetylcholine:1557,davie2018;fca2022,,2,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.06*;gaba=0.0918;glutamate=0.0554;histamine=0.00793;dopamine=0.027;octopamine=0.00331;serotonin=0.0017
